Adresse,Prix,Ville,Région,Chambres,Salles de bain,Salles d'eau,Étages,Aire habitable,Taille terrain,Taxes municipales,Taxes scolaires,Électricité,Assurances
"3120, rue Dupuis",400000.0,Ste-Julienne,Lanaudière,2,1,1,1,91.04,3065.8,2558.37,214.23,2091.26,1150.5
"169, rue Marthe",645000.0,St-Philippe,Montérégie (Rive-Sud Montréal),4,2,1,2,147.01,334.45,3664.54,320.51,1740.0,1150.5
"3-346, boulevard du Docteur-Gervais",349000.0,Mont-Tremblant (St-Jovite),Laurentides,2,1,1,1,88.26,759.76,1374.0,113.0,990.0,1150.5
"1411, rue du Plateau-Ouimet",395000.0,Ste-Rose,Laval,2,1,1,2,104.61,766.9,2356.0,238.0,1500.0,700.0
"12, chemin des Tamias",149000.0,Potton (Mansonville),Estrie,4,2,1,2,117.06,6020.12,2778.46,275.0,1740.0,1150.5
"45, rue du Muguet",335900.0,St-Apollinaire,Chaudière-Appalaches,3,2,1,1,83.24,766.9,2071.2,275.0,1740.0,1150.5
"625, rue du Moulin",729000.0,Ste-Beatrix,Lanaudière,4,2,1,2,156.36,12263.2,758.0,48.64,1496.0,1150.5
"4447, rue Dumas",759000.0,Pierrefonds / Roxboro,Montréal / l'Île,3,2,1,2,133.32,766.9,3530.0,435.0,1100.0,1150.5
"236, rue des Onyx",1595000.0,Boischatel,Québec Rive-Nord,6,2,1,2,318.1,1838.92,8998.0,885.0,6000.0,1150.5
"204-3690, rue Roland-Marquette",460000.0,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),2,1,1,1,94.02,766.9,2788.26,290.0,1740.0,1150.5
"657, rue Cousineau",900000.0,Pont-Viau,Laval,2,1,1,2,117.06,371.61,6007.0,582.0,500.0,1150.5
"1240-1242, rue Sainte-Thérèse",299000.0,Sherbrooke (Mont-Bellevue),Estrie,4,2,1,2,117.06,766.9,2388.0,1240.8,1740.0,1084.55
chemin du Roy,198000.0,Deschambault-Grondines (Grondines),Portneuf,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"10, rue du Parc",199000.0,Victoriaville,Centre-du-Québec,4,2,1,1,187.29,560.21,2188.0,118.28,1800.0,1467.0
"83-85, rue du Domaine",569000.0,Magog,Estrie,5,2,1,2,117.06,710.34,3585.0,277.0,1740.0,1150.5
"5118, rue Jeanne-Mance",895000.0,Le Plateau-Mont-Royal,Montréal / l'Île,3,1,1,1,129.04,766.9,3720.0,459.0,1740.0,1150.5
"A-851, Montée Ste-Julie",430000.0,Ste-Julie,Montérégie (Rive-Sud Montréal),3,1,1,2,134.52,1233.38,2778.46,275.0,1740.0,1150.5
"435, rue Paul-Beaumier",419900.0,Nicolet,Centre-du-Québec,3,2,1,1,106.1,766.9,3252.9,219.58,720.0,850.0
"5-381, rue Lulli",374900.0,Laval-des-Rapides,Laval,2,1,1,1,97.55,766.9,1900.0,400.0,1740.0,1150.5
"116-55, rue Belvédère Nord",399000.0,Sherbrooke (Mont-Bellevue),Estrie,2,1,1,2,88.06,766.9,2653.0,275.0,1301.0,1150.5
"141, rue de Maricourt",644900.0,Chateauguay,Montérégie (Rive-Sud Montréal),4,2,1,1,117.06,736.81,4717.0,363.0,1871.0,1150.5
"5220, rue de Lisieux",399000.0,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,4,2,1,1,117.06,551.8,2682.0,125.0,1680.0,1240.0
", chemin de la Baie",280000.0,St-Gilbert,Portneuf,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"6288, rue Saint-Georges",549000.0,Lévis,Québec Rive-Sud (Lévis),3,2,1,1,136.75,462.29,3735.5,400.38,2965.35,2011.2
"103, rue des Marguerites",425000.0,St-Ferréol-les-Neiges,Québec Rive-Nord,4,1,1,2,124.86,563.74,2334.28,234.78,2292.36,1150.5
"1616, rue Menzel",440000.0,Sherbrooke (Rock Forest),Estrie,4,1,1,2,124.95,557.42,3267.64,241.34,2500.0,1150.5
"1311, rue Marini",329900.0,Sherbrooke (Jacques-Cartier),Estrie,3,1,1,2,112.32,347.46,2388.68,159.83,22217.31,1150.5
avenue des Capucins,68500.0,Chertsey,Lanaudière,4,2,1,2,117.06,4000.03,450.0,275.0,1740.0,1150.5
"508, rue Lajeunesse",995000.0,Ste-Dorothée,Laval,5,3,1,1,112.97,566.71,4267.15,490.42,3000.0,1300.0
"1108, rue du Marécage",619000.0,St-Jérôme (Bellefeuille),Laurentides,3,2,1,1,109.35,511.43,4120.57,320.28,2700.0,1150.5
"102-1965, rue Victor-Martin",350000.0,St-Hyacinthe (Douville),Montérégie (Rive-Sud Montréal),2,1,1,1,117.06,766.9,1310.96,230.02,780.0,498.0
"514-760, avenue Honoré-Mercier",355000.0,St-Jean-Baptiste,Québec Rive-Nord,1,1,1,1,52.21,8.55,11354.69,281.26,1464.73,1245.45
964 rue Harricana,399900.0,Sherbrooke (Rock Forest),Estrie,4,1,1,1,94.02,356.93,2778.46,275.0,1740.0,1150.5
"305-735, 1re Avenue",403500.0,Lachine,Montréal / l'Île,1,1,1,3,77.3,766.9,2323.83,284.67,816.0,408.5
"6092, avenue de Montmagny",976000.0,Le Sud-Ouest,Montréal / l'Île,3,1,1,2,117.06,226.31,5980.0,764.0,1740.0,1150.5
"52, chemin Poplar",1325000.0,La Pêche,Outaouais,4,2,2,2,269.42,766.9,4362.0,552.0,3200.0,5600.0
"A-964, avenue Moncton",249000.0,Montcalm,Québec Rive-Nord,2,1,1,1,69.21,69.21,2778.46,275.0,1740.0,1150.5
"104-135, 54e Avenue Est",419000.0,Blainville,Laurentides,2,1,1,1,111.02,766.9,2225.21,231.22,363.0,1150.5
"8, rue Longtin",595000.0,St-Constant,Montérégie (Rive-Sud Montréal),3,2,1,1,121.42,766.9,2967.07,272.8,2083.99,1150.5
"1833, rue Turmel",329900.0,L'Ancienne-Lorette,Québec Rive-Nord,2,1,1,2,114.46,766.9,2778.46,275.0,1740.0,1150.5
"6067, chemin Vincent-Massey",559000.0,Rawdon,Lanaudière,3,2,1,2,241.55,766.9,3036.0,282.0,2825.0,1711.0
"281-283, rue Ovila-Rhéaume",424000.0,Charlesbourg,Québec Rive-Nord,3,1,1,2,117.06,1393.55,3935.0,330.0,1740.0,1200.0
"50, rue Véber",496000.0,Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),3,2,1,1,98.11,745.08,2706.0,225.0,3200.0,1800.0
"592, rue Pierre-Georges-Roy",360000.0,Lévis,Québec Rive-Sud (Lévis),3,1,1,2,83.61,455.22,2615.4,218.64,1900.0,1150.5
"285-287, rue Ovila-Rhéaume",424000.0,Charlesbourg (ND-Des-Laurentides),Québec Rive-Nord,3,1,1,2,117.06,1532.9,3935.0,330.0,1740.0,1200.0
"6, chemin du Lac-à-Larche",199000.0,Lac-Cayamant,Outaouais,2,1,1,2,168.34,2444.2,1192.5,29.0,2780.0,1150.5
"42, rue du Grand-Fond",599000.0,Ste-Brigitte-De-Laval,Québec Rive-Nord,4,2,1,2,165.89,2996.12,4187.96,370.81,2540.9,3457.44
"855, chemin de la Baie",65000.0,Baie-De-Shawinigan,Mauricie,4,2,1,2,117.06,5094.6,313.75,14.85,1740.0,1150.5
"1714-60, rue de l'Éclipse",563500.0,Brossard,Montérégie (Rive-Sud Montréal),2,2,1,1,73.67,766.9,2100.0,600.0,1740.0,1150.5
"5246, rue Saint-Georges",418000.0,Lévis,Québec Rive-Sud (Lévis),2,1,1,2,117.06,667.69,3912.0,265.0,1740.0,1839.0
"54, rue Saint-Ours",420000.0,L'Assomption,Lanaudière,3,2,1,1,117.06,573.4,2574.08,201.09,1560.0,1692.0
Route 204,540000.0,Frontenac,Estrie,4,2,1,2,117.06,766.9,1134.7,116.33,1740.0,1150.5
"245, rue Girouard",365000.0,Sorel-Tracy,Montérégie (Rive-Sud Montréal),4,2,1,1,117.06,766.9,2902.0,202.0,1800.0,1150.5
"7-123, rue Gérard-Morisset",298000.0,Saint-Sacrement,Québec Rive-Nord,2,1,1,1,95.88,165.09,2500.0,197.0,1130.0,1150.5
"492, rang de Saint-Placide Sud",425000.0,Baie-St-Paul,Charlevoix,4,2,1,2,142.7,766.9,2913.99,244.19,1400.0,1150.5
"95, rang Sainte-Marie",525000.0,St-Fulgence,Saguenay-Lac-Saint-Jean,4,2,1,1,117.06,766.9,2778.46,275.0,1740.0,1150.5
"2846, rue le Noblet",589900.0,Ste-Foy,Québec Rive-Nord,3,1,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"12-110, rue des Hauts-Bois",364500.0,St-Romuald,Québec Rive-Sud (Lévis),4,2,1,2,143.07,766.9,2546.8,215.63,3007.08,661.63
chemin des Patriotes,533000.0,Otterburn Park,Montérégie (Rive-Sud Montréal),3,1,1,1,117.06,766.9,2778.46,275.0,1740.0,1150.5
"1810, rue Laure-Conan - Par Construction Robin Inc.",409900.0,St-Hyacinthe,Montérégie (Rive-Sud Montréal),3,1,1,3,131.36,766.9,2778.46,275.0,1740.0,1150.5
"105-222, boulevard Lévesque Est",332000.0,Pont-Viau,Laval,1,1,1,1,61.32,766.9,1796.45,163.92,740.0,1150.5
"659, rue Chateaubriand",775000.0,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),5,2,1,2,117.06,766.9,4567.0,454.0,4000.0,2000.0
"393, rue du Père-Richard",408900.0,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,3,2,1,2,111.48,766.9,3510.45,206.99,2308.0,1603.0
"200, rue de l'Oasis",269900.0,Beauport,Québec Rive-Nord,4,2,1,1,88.3,452.8,2054.6,154.06,2170.0,1320.0
"545, rang des Sloan",479000.0,St-Edouard,Montérégie (Rive-Sud Montréal),4,2,1,2,117.06,2563.3,2778.46,275.0,1740.0,1150.5
"4810, rue des Érables",869000.0,Pierrefonds / Roxboro,Montréal / l'Île,4,1,1,2,209.96,834.8,2992.0,333.0,2191.51,1150.5
"118, rue de Verchères",449900.0,Gatineau (Gatineau),Outaouais,3,1,1,2,124.86,782.89,2430.0,169.0,1740.0,1150.5
"1412, rue Pierre-Gouge",285000.0,Ste-Foy,Québec Rive-Nord,2,1,1,1,76.4,326.9,2275.0,170.0,1442.0,856.0
"144, rue McDuff",440000.0,Repentigny (Repentigny),Lanaudière,3,1,1,1,83.61,501.7,2663.19,220.04,1644.69,1150.5
"445, rue Bachand",669000.0,Cowansville,Estrie,4,1,1,1,134.2,2694.19,3088.0,244.0,3242.0,1150.5
"108-72, rue Saint-Sylvestre",397000.0,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),1,1,1,1,69.21,766.9,2107.32,207.15,330.06,530.0
"600, avenue Kéroack",468000.0,St-Hyacinthe,Montérégie (Rive-Sud Montréal),3,2,1,1,126.33,829.2,3071.22,292.48,1740.0,1150.5
"626, rue Saint-René",829000.0,Chambly,Montérégie (Rive-Sud Montréal),3,1,1,1,93.65,682.93,2420.39,268.42,3542.64,1150.5
"876, rue Rodier",399900.0,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),Montérégie (Rive-Sud Montréal),4,2,1,2,112.41,68.28,2171.0,184.0,1560.0,600.0
"1-116, rue Saint-Gérard",325000.0,St-Jean-sur-Richelieu (St-Luc),Montérégie (Rive-Sud Montréal),1,1,1,1,83.61,766.9,1800.0,180.0,1740.0,1150.5
"1286, rue du Millet",529000.0,Lévis,Québec Rive-Sud (Lévis),5,2,1,1,156.36,545.43,3950.0,385.0,2557.0,1150.5
"1085, rue Gendron",515000.0,Longueuil (Vieux-Longueuil),Montérégie (Rive-Sud Montréal),2,1,1,2,102.19,269.42,2865.0,291.0,1740.0,1150.5
"359, rue Dunant",649000.0,Beauharnois (Beauharnois),Montérégie (Rive-Sud Montréal),3,2,1,2,117.06,766.9,3200.0,338.0,3000.0,1500.0
"3765, Chemin des Prairies",788000.0,Brossard,Montérégie (Rive-Sud Montréal),5,2,1,2,140.93,489.23,2778.46,275.0,1740.0,1150.5
"608-700, rue des Éclaircies",614000.0,Brossard,Montérégie (Rive-Sud Montréal),2,2,1,1,86.03,766.9,2451.0,359.0,1740.0,1150.5
"4295, avenue du Midway",1148000.0,Rosemont / La Petite Patrie,Montréal / l'Île,4,1,1,2,151.2,214.94,6517.0,841.0,2640.0,700.0
"1013, rue Olivier-Roy",343000.0,Charlesbourg,Québec Rive-Nord,3,2,1,2,107.4,766.9,2654.0,354.0,1344.0,972.0
"3447, rue Joachim-du Bellay",719000.0,Chomedey,Laval,3,1,1,2,162.77,766.9,4469.0,444.0,1941.0,540.0
"1902, rue Fickes",274000.0,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,2,2,1,2,91.79,458.5,2558.21,140.79,2591.4,1110.0
"1035, rue Notre-Dame",281000.0,Champlain,Mauricie,3,1,1,2,139.35,766.9,1498.36,102.0,3000.0,1300.0
"284, rue Champagne",739000.0,Repentigny (Repentigny),Lanaudière,6,2,1,2,159.61,155.52,4553.32,384.98,3190.44,1150.5
"491, rue des Limoges",350000.0,Alma,Saguenay-Lac-Saint-Jean,3,2,1,1,78.04,603.87,2387.09,192.59,3590.0,1330.0
"1104, rue Reine-Lafortune",280000.0,St-Félix-De-Valois,Lanaudière,2,1,1,1,97.55,390.19,2347.0,125.0,900.0,1150.5
"230, 1er Rang",295000.0,St-Sebastien-De-Frontenac,Estrie,4,2,1,2,117.06,766.9,1760.0,86.66,1740.0,1150.5
2337-2339 avenue de Lorimier,965000.0,Ville-Marie (Centre-Ville et Vieux-Montréal),Montréal / l'Île,4,2,1,2,117.06,766.9,5284.0,894.0,1740.0,2060.0
"4920, route Jacques-Cartier",160000.0,Port-Cartier (Rivière-Pentecôte),Côte-Nord,4,2,1,2,117.06,766.9,912.0,275.0,1740.0,1150.5
"503-8245, boulevard du Saint-Laurent",500000.0,Brossard,Montérégie (Rive-Sud Montréal),3,2,1,1,132.2,766.9,2047.05,319.63,588.24,1150.5
"55, rue Beaulieu",282900.0,Rivière-Du-Loup,Bas-Saint-Laurent,3,2,1,1,79.3,356.8,3213.41,180.91,1740.0,1150.5
"92, rue le Long-du-Lac",629900.0,St-Hippolyte,Laurentides,3,1,1,1,115.94,766.9,1700.0,250.0,1500.0,700.0
"73, rue des Cèdres",389500.0,Val-des-Sources,Estrie,4,2,1,1,101.26,848.3,2546.0,106.0,2170.0,640.0
"5453, 7e Avenue",1400000.0,Rosemont / La Petite Patrie,Montréal / l'Île,1,1,1,2,117.06,350.24,5350.9,1019.0,1740.0,1200.0
"2407-151, rue de la Rotonde",539000.0,L'Ile Des Soeurs,Montréal / l'Île,1,1,1,1,64.1,766.9,2750.0,171.9,1740.0,1150.5
"2999, boulevard Désourdy",685000.0,Carignan,Montérégie (Rive-Sud Montréal),3,2,1,2,133.59,302.59,3689.15,405.81,2300.0,1150.5
"109, rue des Bouleaux",779000.0,Ste-Therese,Laurentides,6,3,1,3,174.1,765.52,4457.29,468.07,1740.0,1150.5
"9, chemin des Quarante",349000.0,Stoneham,Québec Rive-Nord,2,1,1,1,57.23,506.74,2819.14,231.83,1489.68,1200.0
"1038, rue Noel-Carter",480000.0,Ste-Foy,Québec Rive-Nord,4,2,1,2,204.39,278.71,3785.0,356.0,1740.0,1150.5
"1369, rue Marie-Simard",450000.0,St-Félicien,Saguenay-Lac-Saint-Jean,4,2,1,1,130.44,766.9,3900.0,290.0,2700.0,1150.5
"7200, rue des Engoulevents",330000.0,Charny,Québec Rive-Sud (Lévis),5,2,1,1,101.17,766.9,2496.6,199.8,1800.0,1150.5
"1429, chemin des Hauteurs",250000.0,St-Hippolyte,Laurentides,3,1,1,1,78.97,1858.06,1241.37,100.0,1337.0,1263.31
"230, rue Alphonse-Bolduc",530000.0,St-Romuald,Québec Rive-Sud (Lévis),4,1,1,2,139.73,4026.98,3354.65,337.83,1424.02,709.59
"6665, rue du Bouvreuil",425000.0,Ste-Rose,Laval,3,2,1,2,117.06,325.16,2407.07,245.71,1710.0,800.0
"112, avenue Pedneault",635000.0,Roberval,Saguenay-Lac-Saint-Jean,4,2,1,2,139.35,766.9,4765.0,337.0,3900.0,2000.0
"5, rue des Épervières",348900.0,Ste-Brigitte-De-Laval,Québec Rive-Nord,4,2,1,3,176.52,427.91,3221.0,200.0,1850.0,1150.5
"745A, RANG 3E O",434999.0,St-Anaclet-De-Lessard,Bas-Saint-Laurent,3,2,1,1,140.38,766.9,3212.0,237.0,2000.0,1150.5
"X, 3e Rang Ouest",84999.0,St-Anaclet-De-Lessard,Bas-Saint-Laurent,4,2,1,2,117.06,13192.23,2778.46,275.0,1740.0,1150.5
"945, rue des Dorés",478700.0,Ste-Marie-De-Blandford,Centre-du-Québec,4,2,1,2,117.06,1583.23,2856.91,183.53,2112.0,1418.56
"136, rue Albanel",275000.0,St-Lambert-De-Lauzon,Chaudière-Appalaches,3,2,1,1,81.83,386.59,2265.0,182.0,1740.0,1150.5
"2-4, rue Lefrançois",600000.0,Lévis,Québec Rive-Sud (Lévis),7,2,1,2,117.06,624.5,2778.46,275.0,1740.0,1150.5
rue Claire,48000.0,Ste-Julienne,Lanaudière,4,2,1,2,117.06,1113.72,580.91,275.0,1740.0,1150.5
"145, rue de Montfort",349000.0,Gatineau (Gatineau),Outaouais,3,1,1,2,111.48,766.9,2108.59,137.29,1700.0,1700.0
"48, chemin Mont-Columbia",255000.0,Chelsea,Outaouais,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
Rue des Cormiers,295500.0,Beaumont,Chaudière-Appalaches,2,1,1,1,117.06,766.9,2778.46,275.0,1740.0,1150.5
rue des Cormiers,325500.0,Beaumont,Chaudière-Appalaches,3,1,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
Rue Robertson,319900.0,Pintendre,Québec Rive-Sud (Lévis),2,1,1,1,117.06,766.9,2778.46,275.0,1740.0,1150.5
93 Rue Laflamme,299900.0,St-Apollinaire,Chaudière-Appalaches,2,1,1,1,117.06,766.9,2778.46,275.0,1740.0,1150.5
"541, rue Alvin-C-Mitson",589000.0,Magog,Estrie,4,2,1,1,122.35,5109.67,4120.0,308.0,2062.0,765.0
"631, rue Victor-Bourgeau",599000.0,St-Jean-sur-Richelieu (L'Acadie),Montérégie (Rive-Sud Montréal),3,1,1,3,117.06,353.03,3245.12,307.5,2640.0,900.0
"1502, rue Michel-Levasseur",1395000.0,Chambly,Montérégie (Rive-Sud Montréal),5,3,1,2,264.77,557.42,2778.46,275.0,1740.0,1150.5
"1633, rue de Provence",749000.0,St-Bruno-De-Montarville,Montérégie (Rive-Sud Montréal),4,2,1,1,117.06,1012.8,3526.95,445.05,600.0,130.0
"1631, rue des Horizons",519000.0,Magog,Estrie,5,2,1,1,116.55,580.7,3600.0,209.0,1740.0,1150.5
"61-63-65-67, rue Saint-Louis",239000.0,Louiseville,Mauricie,8,4,1,2,117.06,631.74,2921.0,103.0,1740.0,1741.0
"89, rue de Barcelone",650000.0,Gatineau (Aylmer),Outaouais,3,2,1,2,166.3,426.9,5120.0,420.0,1740.0,1150.5
"190, rue des Noyers",185000.0,Alma,Saguenay-Lac-Saint-Jean,3,1,2,1,118.92,209.8,1566.0,150.0,1080.0,1150.5
"811, 11e Rue",635000.0,St-Jérôme (St-Antoine),Laurentides,3,2,1,2,92.9,1042.37,3221.97,282.21,3216.0,1150.5
"336, Route 138",389000.0,Neuville,Portneuf,3,1,1,2,117.06,2205.98,2853.0,247.0,2075.0,1150.5
"35, rue de la Seine",698000.0,Candiac,Montérégie (Rive-Sud Montréal),3,1,1,3,117.06,766.9,3611.0,396.0,1740.0,1150.5
"117, rue Alycia",525000.0,Ste-Sophie,Laurentides,2,1,1,1,109.9,4001.9,2530.0,243.0,1979.0,1400.0
"1475-1477-1479, rue Houle",865000.0,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,3,1,1,2,117.06,766.9,8380.0,495.0,1740.0,1150.5
"1371, rue du Frontenac",619000.0,St-Nicolas,Québec Rive-Sud (Lévis),4,2,1,2,133.78,473.06,3878.21,342.1,2522.0,1027.2
"10-9230, boulevard du Centre-Hospitalier",242000.0,Charny,Québec Rive-Sud (Lévis),3,2,1,2,146.69,766.9,2042.0,157.0,2208.0,584.0
"1472, 2e Rue",479000.0,St-Paul-De-L'Ile-Aux-Noix,Montérégie (Rive-Sud Montréal),3,2,1,3,129.6,426.42,1339.26,134.47,2162.95,2000.0
"18, rue Brière",649000.0,St-Jacques-Le-Mineur,Montérégie (Rive-Sud Montréal),5,2,1,1,102.19,1773.1,3216.92,291.39,1740.0,1150.5
"16-1470, avenue Bernard",685000.0,Outremont,Montréal / l'Île,2,1,1,1,90.77,766.9,2778.46,275.0,1740.0,1150.5
"422, chemin du Club-Marin",1199000.0,L'Ile Des Soeurs,Montréal / l'Île,3,2,2,2,157.94,300.08,7329.54,898.36,2231.0,390.0
"303-35, rue Natura",509000.0,Bromont,Estrie,2,1,1,1,95.04,766.9,2979.09,268.6,839.39,450.0
"7, rue Vincent-Blouin",1590000.0,Kirkland,Montréal / l'Île,4,2,2,2,319.03,939.06,8062.0,1183.0,1740.0,1150.5
"950, rue Charles",231500.0,Alma,Saguenay-Lac-Saint-Jean,2,2,1,1,91.6,365.8,1926.29,138.85,1412.68,1556.52
"180, avenue des Mésanges",459000.0,Les Cèdres,Montérégie Ouest,3,1,1,1,101.45,766.9,1946.0,259.0,1700.0,1150.5
"170, Impasse des Bourons",649000.0,Mont-Tremblant,Laurentides,4,2,1,2,176.52,1858.06,2458.21,297.58,2300.0,1150.5
"885, rue du Cabernet",458000.0,Drummondville (St-Nicéphore),Centre-du-Québec,4,2,1,1,81.38,633.23,650.0,47.0,1260.0,1150.5
"103-3962, rue Monselet",425000.0,Montréal-Nord,Montréal / l'Île,2,1,1,3,107.77,766.9,2345.0,240.0,840.0,353.0
"Unité 703 - 3653, avenue Jean-Beraud",595000.0,Chomedey,Laval,2,1,1,1,96.43,766.9,2778.46,275.0,1740.0,1150.5
"208-210,  avenue Proulx",299900.0,Vanier,Québec Rive-Nord,4,2,1,2,117.06,4923.86,2778.46,275.0,1740.0,1150.5
"10, rue Tremblay",1100000.0,St-Constant,Montérégie (Rive-Sud Montréal),3,2,1,2,181.16,1300.64,3923.51,517.9,1740.0,1150.5
"420, rue Jolicoeur",205000.0,St-Honoré-de-Shenley,Chaudière-Appalaches,4,1,1,2,195.1,917.16,2150.0,83.0,1740.0,1150.5
"5061, chemin du Parc",585000.0,Orford,Estrie,4,2,1,2,104.61,766.9,1683.61,166.38,1500.0,1150.5
"332, rue d'Iberville",639900.0,Varennes,Montérégie (Rive-Sud Montréal),4,2,1,2,203.4,721.8,2636.55,402.21,3760.0,1867.17
40 rue des hérons,358900.0,L'Ange-Gardien,Québec Rive-Nord,3,1,1,2,107.02,548.13,2778.46,275.0,1740.0,1150.5
88 boulevard de Chambéry,687105.0,Blainville,Laurentides,3,1,1,2,218.42,766.9,2778.46,275.0,1740.0,1150.5
"85, rue Joseph Beaulne",629900.0,L'Ange-Gardien-Outaouais,Outaouais,3,1,1,2,147.25,766.9,2778.46,275.0,1740.0,1150.5
"290, rue de l'Aligoté",419900.0,Drummondville (Drummondville),Centre-du-Québec,2,1,1,1,114.74,776.39,2778.46,275.0,1740.0,1150.5
"37, rue Réal-Mousseau",465000.0,ND-Des-Prairies,Lanaudière,3,1,1,2,115.94,501.77,2470.0,240.7,1740.0,1150.5
"24B, chemin de la Frontière",498800.0,Val-Des-Monts (Perkins),Outaouais,3,2,1,1,185.81,3702.3,390.18,275.0,1740.0,1150.5
"702-20, rue des Émeraudes",599000.0,Repentigny (Repentigny),Lanaudière,2,1,1,1,106.93,44.83,4045.12,424.0,860.0,322.0
"63, rue du Boisé",665000.0,Marieville,Montérégie (Rive-Sud Montréal),4,2,1,2,188.31,907.01,4384.0,409.0,3120.0,1150.5
"115-D, rue du Coutelier",450000.0,St-Augustin-De-Desmaures,Québec Rive-Nord,5,2,1,1,101.08,682.74,3300.65,265.56,1740.0,1150.5
"372, rue Fréchette",449000.0,Granby,Estrie,2,2,1,1,124.03,949.6,2645.0,235.0,2995.0,1021.0
"78, chemin des Fondeurs",649000.0,L'Ange-Gardien-Outaouais,Outaouais,4,2,1,1,120.22,4937.5,2500.0,250.0,1571.0,1000.0
"1681, boulevard du Mi-Vallon",249000.0,Sherbrooke (Rock Forest),Estrie,2,1,1,1,89.1,275.78,1901.71,117.05,950.0,359.94
"115, chemin Fandrich",445000.0,Lac-Des-Seize-Iles,Laurentides,3,1,1,1,117.06,3507.93,2257.61,196.26,1740.0,1150.5
"1953, rue Fortier",325000.0,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,3,1,2,2,121.2,449.8,2778.46,275.0,1740.0,1150.5
"9A, rue des Hirondelles",410000.0,Ste-Clotilde-De-Chateauguay,Montérégie (Rive-Sud Montréal),2,1,1,1,117.06,356.1,2778.46,275.0,1740.0,1150.5
"15880, 12e Avenue",315000.0,St-Georges,Chaudière-Appalaches,5,2,1,1,111.48,929.03,2200.0,145.0,2300.0,1150.5
"139-1-2-3-, de Toulouse",924999.0,Gatineau (Gatineau),Outaouais,6,3,1,2,117.06,196.95,7000.0,516.0,1740.0,3000.0
"192, chemin de la Martine",504000.0,Petite-Rivière-St-François,Charlevoix,4,2,1,1,109.25,787.09,1823.0,233.0,1900.0,121.0
"745, rue de la Grande-Coulée",539000.0,Sherbrooke (Deauville),Estrie,3,2,1,1,117.06,4991.96,3322.61,258.0,1740.0,1150.5
6 rue Arlette-Vincter,329900.0,Lery,Montérégie (Rive-Sud Montréal),2,1,1,2,111.48,766.9,2778.46,275.0,1740.0,1150.5
"250, rue Barette",929000.0,L'île-Bizard / Sainte-Geneviève,Montréal / l'Île,2,2,1,1,160.07,994.06,5371.77,618.86,1800.0,1475.0
"2994, rue Saint-Laurent",549000.0,Lévis,Québec Rive-Sud (Lévis),3,2,1,2,163.04,427.35,3800.0,407.0,2500.0,1000.0
"1590, avenue de la Vérendrye",675000.0,Limoilou,Québec Rive-Nord,7,5,1,2,117.06,394.84,6701.35,410.93,1740.0,1150.5
"537, rue Nicol",350000.0,Lac-St-Charles,Québec Rive-Nord,3,2,1,1,117.06,1579.35,2673.0,219.0,1800.0,780.0
rue du Parcours,499000.0,Varennes,Montérégie (Rive-Sud Montréal),3,1,1,2,137.5,766.9,2778.46,275.0,1740.0,1150.5
"2697, rue du Havre",504900.0,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),3,1,1,2,117.06,550.92,2778.46,275.0,1740.0,1150.5
"305, chemin de la Pinède",499900.0,Piedmont,Laurentides,2,1,1,1,111.48,766.9,2485.11,275.0,750.0,1150.5
rang Saint-Adolphe,55000.0,St-Alexandre-De-Kamouraska,Bas-Saint-Laurent,4,2,1,2,117.06,766.9,2778.46,275.0,1740.0,1150.5
"1644, chemin du Lac-des-Becs-Scie Ouest",589000.0,St-Sauveur,Laurentides,3,1,1,2,120.77,2628.97,2140.0,271.16,2398.27,2712.0
"660, rue des Grands-Boisés",585000.0,St-Honore-De-Chicoutimi,Saguenay-Lac-Saint-Jean,3,2,1,1,101.08,182.48,2900.0,350.0,1800.0,1200.0
"210A-10850, rue Basile-Routhier",249000.0,Ahuntsic / Cartierville,Montréal / l'Île,2,1,1,1,27.87,766.9,1223.32,138.33,395.0,1150.5
"4572, rue de la Roche",767000.0,Le Plateau-Mont-Royal,Montréal / l'Île,2,2,1,2,117.06,766.9,7136.49,922.99,1856.0,2054.0
"4298, rue Boyer",639000.0,Le Plateau-Mont-Royal,Montréal / l'Île,3,1,1,1,97.6,70.23,3442.56,427.25,700.0,583.0
"243, rue des Chasseurs",364900.0,Gatineau (Aylmer),Outaouais,3,1,1,2,117.99,766.9,2374.0,159.0,1440.0,750.0
